x,y
-10.0,21.30674484426445
-9.797979797979798,18.495054648575064
-9.595959595959595,22.342025764834283
-9.393939393939394,18.134799812735793
-9.191919191919192,22.03567890103225
-8.98989898989899,20.79409477629801
-8.787878787878787,21.805222327780402
-8.585858585858587,14.942941714221348
-8.383838383838384,20.617722746575804
-8.181818181818182,16.354774243009558
-7.979797979797979,13.67845820236204
-7.777777777777778,17.34126727154481
-7.575757575757576,14.321228429942158
-7.373737373737374,16.660902288444426
-7.171717171717171,13.929969587345031
-6.96969696969697,16.90936564968617
-6.767676767676768,18.039939022054064
-6.565656565656566,17.547226699349622
-6.363636363636363,12.148619464278385
-6.161616161616162,13.74497613544239
-5.959595959595959,13.356406319735335
-5.757575757575758,10.58251724145154
-5.555555555555555,12.828866925638225
-5.353535353535354,11.880405116241635
-5.151515151515151,10.618069164413658
-4.94949494949495,13.686818003445794
-4.747474747474747,12.732716938605815
-4.545454545454546,14.427193836203017
-4.343434343434343,9.683788938597115
-4.141414141414142,11.052941129109758
-3.9393939393939394,14.358027567616588
-3.737373737373738,15.146098438571219
-3.5353535353535355,14.014890044406304
-3.333333333333333,9.107823855493098
-3.1313131313131315,10.82003054658664
-2.929292929292929,12.752423585394611
-2.7272727272727275,8.529737432672704
-2.525252525252525,11.245836023985625
-2.3232323232323235,12.729526418165243
-2.121212121212121,7.354352331571753
-1.9191919191919187,12.636376044597867
-1.717171717171718,13.953253400839841
-1.5151515151515156,12.091441146518411
-1.3131313131313131,9.020078542227502
-1.1111111111111107,9.667493648504985
-0.9090909090909101,14.009176599197268
-0.7070707070707076,6.967281498974196
-0.5050505050505052,9.428881995661751
-0.30303030303030276,11.146216520919932
-0.10101010101010033,7.712787935501969
0.10101010101010033,13.899514813669517
0.30303030303030276,6.697249184737863
0.5050505050505052,6.777778820439251
0.7070707070707076,9.42271297247684
0.9090909090909083,13.500607875535874
1.1111111111111107,10.365613431142805
1.3131313131313131,8.083556064283718
1.5151515151515156,13.267221282202051
1.7171717171717162,7.823597068209359
1.9191919191919187,13.136022296665239
2.121212121212121,9.837283417750985
2.3232323232323235,10.800846254626881
2.525252525252524,7.695879233661929
2.7272727272727266,11.936645208177127
2.929292929292929,10.800912720388308
3.1313131313131315,14.472287510794523
3.333333333333334,7.790490365103348
3.5353535353535346,11.786368645522586
3.737373737373737,13.101972665468402
3.9393939393939394,11.246238932068472
4.141414141414142,11.132374582511371
4.3434343434343425,14.440969849509456
4.545454545454545,16.68145606080801
4.747474747474747,11.833889672223904
4.94949494949495,16.990887172576112
5.1515151515151505,17.392967404922786
5.353535353535353,11.871190761127998
5.555555555555555,13.686435153726471
5.757575757575758,12.761002274019258
5.9595959595959584,12.14938540943971
6.161616161616163,14.425673976352046
6.363636363636363,12.256938517061867
6.565656565656564,19.22730779305052
6.767676767676768,19.51065173291573
6.969696969696969,17.004401890042015
7.171717171717173,17.660744204869754
7.373737373737374,14.887617329430157
7.575757575757574,19.203043236881218
7.777777777777779,17.645846096295195
7.979797979797979,22.028340389052982
8.18181818181818,22.56040483484614
8.383838383838384,23.274440807886414
8.585858585858585,19.542186048795386
8.787878787878789,22.24508538959559
8.98989898989899,18.637795469033577
9.19191919191919,24.111553014957305
9.393939393939394,24.394844778425828
9.595959595959595,23.644649614109156
9.7979797979798,23.95588362496815
10.0,27.34641696952046
